ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00089,Fiskefrikadelle,Fisk og skaldyr,"Fish cake, fried",Seafood,kg,0.13,1.13,8.24,0.64,0.13,0.00,10.28,650,6.7,9.8,13.7,Data on inputs and outputs of the food processing industry is modelled using: Arctic Grub (2013); Letkoeb (2020); ADEME (2020j).,"It has been assumed that the food processing industry is located in Denmark. Similar data used for Fiskeboller (Arctic Grub 2013; Letkoeb 2020), adding the frying step. The mass of ingredients has been increased to account for the mass losses (water evaporation) during frying. Frying based on Agribalyse dataset for deep frying ADEME (2020j, which includes electricity and amount of cooking oil, which ends up as waste. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0216,Pa070,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00090,"Torsk, lever, røget",Fisk og skaldyr,"Cod, liver, smoked",Seafood,kg,0.00,1.29,10.91,0.14,0.19,0.00,12.54,2568,66.6,1,5.1,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for salmon aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal saltwater fish source, the aquaculture of salmon. Salmon feed data are obtaiend from FAO (2020b). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to represent the electricity use in intensive aquaculture in cold climate.","It has been assumed that the food processing industry is located in Denmark. DM is increased by approx 20% from smoking, i.e. the product output from 1 kg fresh fish in is 0.8 kg smoked fish out. DM change estimated from: Kiczorowska B, Samoli?ska W, Grela E R, Bik-Ma?odzi?ska M (2019). Nutrient and Mineral Profile of Chosen Fresh and Smoked Fish. Nutrients. 2019 Jul; 11(7): 1448. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6683256/. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0366,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00091,"Torsk, lever, rå",Fisk og skaldyr,"Cod, liver, raw",Seafood,kg,0.00,1.03,8.64,0.14,0.11,0.00,9.92,2568,66.6,1,5.1,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for salmon aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal saltwater fish source, the aquaculture of salmon. Salmon feed data are obtaiend from FAO (2020b). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to represent the electricity use in intensive aquaculture in cold climate.",It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0367,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00092,"Hummer, konserves",Fisk og skaldyr,"Lobster, canned",Seafood,kg,0.00,1.73,6.36,1.56,0.19,0.01,9.85,379,1.5,0.3,18.7,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for shrimps aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal shellfish source, the aquaculture of shrimps.",It has been assumed that the food processing industry is located in Denmark. Electricity used are drawn from Kim and Zhang (2018) with own elaborations to reppresent a weighted average of the electricity use in warm climate extensive aquacultrue. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0368,Pa072,Ma0332,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00093,"Musling, konserves",Fisk og skaldyr,"Mussels, in water, canned",Seafood,kg,0.00,0.01,0.08,1.56,0.11,0.01,1.77,433,3,0,17,Data on inputs and outputs of the food processing industry is modelled using: Diesel used are obtained from Tamburini (2020).,It has been assumed that the food processing industry is located in Denmark. The mussels are assumed to be naturally fed. The can is assumed to contain oil. 1 Kg of can with oil is assumed to be required to store 1 kg of this product. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0369,Pa072,Ma0332,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00094,"Tun i tomat, konserves",Fisk og skaldyr,"Tuna, in tomato sauce, canned",Seafood,kg,0.15,0.72,6.98,1.18,0.11,0.01,9.15,478,2.9,4.6,17.2,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020n); Open Food Facts (2020o); Hospido et al. (2006).,"It has been assumed that the food processing industry is located in Denmark. Based on canned tuna products, declaring 65% tuna and 35% sauce (Open food Facts 2020o). The sauce is coarsely modelled based on a commercial tomato sauce (Open Food Facts 2020n). Inputs for manufacturing are assumed as in canned tuna from Hospido et al. (2006). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0118,Pa041,Ma0332,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00095,"Torsk, rogn, rå",Fisk og skaldyr,"Cod, roe, raw",Seafood,kg,0.00,1.05,8.64,1.47,0.11,0.00,11.27,508,2.6,1.5,23.2,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for salmon aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal saltwater fish source, the aquaculture of salmon. Salmon feed data are obtaiend from FAO (2020b). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to represent the electricity use in intensive aquaculture in cold climate.",It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0370,Pa060,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00096,"Krabbekløer, rå",Fisk og skaldyr,"Crab claws, meat, raw",Seafood,kg,0.00,1.88,12.53,0.08,0.19,0.00,14.68,473,1.8,0,22.9,"Data on inputs and outputs of the food processing industry is modelled using: Feed data from Unnikrishnan & Paulraj (2010). The Feed Conversion Rate of giant tiger prawn is used as a proxy, drawn from Fry JP et al. (2018). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to reflect the electricity used in extensive aquaculture in warm climate. .",It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0371,Pa062,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00097,"Kaviar, uægte (lodderogn)",Fisk og skaldyr,"Caviar, made from capelin roe",Seafood,kg,0.00,1.05,8.69,1.47,0.11,0.00,11.32,770,14,5.7,9.1,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for salmon aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal saltwater fish source, the aquaculture of salmon. Salmon feed data are obtaiend from FAO (2020b). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to represent the electricity use in intensive aquaculture in cold climate.",It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000018,Fa0372,Pa060,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00098,"Tun i vand, konserves",Fisk og skaldyr,"Tuna, in water, canned",Seafood,kg,0.23,0.59,3.43,1.18,0.16,0.01,5.60,451,1.2,0,23.9,Data on inputs and outputs of the food processing industry is modelled using: Hospido et al. (2006).,"It has been assumed that the food processing industry is located in Denmark. Approximated by canned tuna in olive oil by Hospido et al. (2006), where we replace all other ingredients than tuna by water. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0117,Pa041,Ma0332,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00099,"Hellefisk, røget",Fisk og skaldyr,"Halibut, greenland, smoked",Seafood,kg,0.00,1.38,9.88,0.14,0.19,0.00,11.59,838,16.1,0,14.3,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for tilapia aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal freshwater fish source, the aquaculture of tilapia. Tilapia feed data are obtaiend from FAO (2020e). Electricity data are obtained with own elaboration from Kim and Zhang (2018 ) to represent the electricity use in aquaculture of low trophic species.","It has been assumed that the food processing industry is located in Denmark. DM is increased by approx 20% from smoking, i.e. the product output from 1 kg fresh fish in is 0.8 kg smoked fish out. DM change estimated from: Kiczorowska B, Samoli?ska W, Grela E R, Bik-Ma?odzi?ska M (2019). Nutrient and Mineral Profile of Chosen Fresh and Smoked Fish. Nutrients. 2019 Jul; 11(7): 1448. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6683256/. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0373,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00100,"Fiskefilet, paneret, friturestegt",Fisk og skaldyr,"Fish fillet, breaded, deepfried",Seafood,kg,0.21,0.75,6.18,0.26,0.12,0.00,7.51,1201,16.1,21.9,13.4,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020k); ADEME (2020j).,"It has been assumed that the food processing industry is located in Denmark. Based on two Agribalyse datasets: ingredients and mass balance from breaded fish dataset (ADEME 2020k), and deep frying data set (ADEME 2020j) , which includes energy and cooking oil, which ends as waste. Fish is assumed to be plaice (rødspætte). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0222,Pa066,Ma0333,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00101,"Fiskepinde, panerede, dybfrost",Fisk og skaldyr,"Fish fingers, breaded, frozen",Seafood,kg,0.18,0.69,5.35,0.24,0.11,0.03,6.59,787,8.4,15.2,12.8,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020k); ADEME (2020l).,"It has been assumed that the food processing industry is located in Denmark. Based on the Agribalyse data set for breaded fish (ADEME 2020k), considering pollock. The original data refers to a fried product and includes 12.8% material loss, which we assume is related to the frying process. Since we target a raw product, we disregard these losses. We include energy for freezing the product, based on another Agribalyse data set (ADEME 2020l). No other manufacturing inputs included. Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000018,Fa0223,Pa069,Ma0334,Seafood,Fisk og skaldyr,10000018,Fish – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121900,Fish – Prepared/Processed,
Ra00102,"Rugmel, groft, fuldkorn",Korn-/gryn-/bælgfrugtprodukter,"Rye flour, dark, whole meal",Cereal/grain/pulse products,kg,0.30,0.11,0.03,0.20,0.11,0.01,0.77,1403,2.3,54.8,9.4,Data on inputs and outputs of the food processing industry is modelled using: Blonk (2015); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Modelled as wheat flour (Blonk 2015; Nielsen et al. 2003), where no co-products are obtained.
. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000203,Fa0138,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00103,"Hvedemel, grahemsmel, fuldkorn",Korn-/gryn-/bælgfrugtprodukter,"Wheat, flour, wholemeal",Cereal/grain/pulse products,kg,0.38,0.09,0.03,0.20,0.12,0.01,0.84,1398,2.4,46.8,11.4,Data on inputs and outputs of the food processing industry is modelled using: Blonk (2015); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Modelled as wheat flour (Blonk 2015; Nielsen et al. 2003), where no co-products are obtained.
. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000203,Fa0137,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00104,"Rugkerner, hele/knækkede",Korn-/gryn-/bælgfrugtprodukter,"Rye kernels, whole/cracked",Cereal/grain/pulse products,kg,0.30,0.11,0.03,0.20,0.11,0.01,0.77,1401,2.3,58.2,9.7,Data on inputs and outputs of the food processing industry is modelled using: Blonk (2015); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Modelled as wheat flour (Blonk 2015; Nielsen et al. 2003), where no co-products are obtained.
. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000203,Fa0138,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00105,"Hvedekerner, hele/knækkede",Korn-/gryn-/bælgfrugtprodukter,"Wheat, kernels, whole/cracked",Cereal/grain/pulse products,kg,0.38,0.09,0.03,0.20,0.12,0.01,0.84,1438,2,61.9,11.5,Data on inputs and outputs of the food processing industry is modelled using: Blonk (2015); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Modelled as wheat flour (Blonk 2015; Nielsen et al. 2003), where no co-products are obtained.
. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000203,Fa0137,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00106,Rismel,Korn-/gryn-/bælgfrugtprodukter,Rice flour,Cereal/grain/pulse products,kg,0.36,0.17,0.00,0.20,0.40,0.01,1.14,1527,1.3,78.9,7.7,Data on inputs and outputs of the food processing industry is modelled using: Blengini and Busto (2009); Nielsen et al. (2003).,It has been assumed that the food processing industry is located in Denmark. The rice milling process Assumes same amount of paddy rice input and coproducts as in white rice production by Blengini and Busto (2009). The mass of white rice is here converted to flour instead of white rice. Data on energy use for milling taken from Nielsen et al. 82003). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000203,Fa0140,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00107,Majsmel,Korn-/gryn-/bælgfrugtprodukter,Corn flour,Cereal/grain/pulse products,kg,0.36,-0.02,-0.03,0.20,0.11,0.01,0.63,1528,2.8,88.3,6.8,Data on inputs and outputs of the food processing industry is modelled using: Blonk (2015); Nielsen et al. (2003).,It has been assumed that the food processing industry is located in Denmark. Data obtained from Blonk (2015) and Nielsen et al. (2003). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000203,Fa0139,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000203,Flour – Cereal/Pulse (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00108,"Æg, høne, skrabehøns, rå",Mælk/æg/erstatningsprodukter,"Eggs, chicken, free-range hens (indoor), raw",Milk/eggs/substitute products,kg,0.41,0.14,0.00,0.24,0.05,0.01,0.85,580,9.5,1.1,12.3,The inputs to the Danish market and inputs and outputs to the animal activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as animal products on the Danish market, where supplying countries are identified based on trade statistics. Data on feed consumption, animal emissions etc. are calculated based on data from FAOSTAT and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006210,Am009,Pa069,Ma0332,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10006210,In Shell Table Eggs,50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50132500,Eggs/Eggs Substitutes,
Ra00109,"Knude, rå",Fisk og skaldyr,"Burbot, raw",Seafood,kg,0.34,1.52,10.33,0.14,0.20,0.00,12.54,297,0.5,0,16.4,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,It has been assumed that the food processing industry is located in Denmark. Edible flash share modelled as Tilapia. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000282,Fa0409,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00110,"Aborre, rå",Fisk og skaldyr,"Perch, raw",Seafood,kg,0.19,0.82,12.54,0.14,0.15,0.00,13.84,327,1.3,0,16.4,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Data source on edible portion of fish: Table 2. Slaughter yield of cultivated and wild perch (in % of fish body weight) in ""Jankowska et al. (2007). Slaughter yield, proximate composition, and flesh colour of cultivated and wild perch (Perca fluviatilis L.)"" 
Data source on electricity and water: Nielsen P H (2003). LCA food database. Fish Industry, Filleting of fish. http://lcafood.dk/. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0410,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00111,"Sandart, rå",Fisk og skaldyr,"Pikeperch, raw",Seafood,kg,0.11,0.86,6.05,0.14,0.15,0.00,7.32,368,0.7,0.5,19.2,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Data source on edible portion of fish: (as Perch) Table 2. Slaughter yield of cultivated and wild perch (in % of fish body weight) in ""Jankowska et al. (2007)  Slaughter yield, proximate composition, and flesh colour of cultivated and wild perch (Perca fluviatilis L.)"" 
Data source on electricity and water: Nielsen P H (2003). LCA food database. Fish Industry, Filleting of fish. http://lcafood.dk/. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0411,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00112,"Gedde, rå",Fisk og skaldyr,"Pike, raw",Seafood,kg,0.11,0.86,7.02,0.14,0.15,0.00,8.28,379,1.2,0,19,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Data source on edible portion of fish: (as Perch) Table 2. Slaughter yield of cultivated and wild perch (in % of fish body weight) in ""Jankowska et al. (2007)  Slaughter yield, proximate composition, and flesh colour of cultivated and wild perch (Perca fluviatilis L.)"" 
Data source on electricity and water: Nielsen P H (2003). LCA food database. Fish Industry, Filleting of fish. http://lcafood.dk/. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0412,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00113,"Brasen, rå",Fisk og skaldyr,"Bream, raw",Seafood,kg,0.69,1.24,14.51,0.14,0.21,0.00,16.78,452,4,0,16.7,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Data source on edible portion of fish: FAO (1989) Yield and nutritional value of the commercially more important fish species. FAO Fisheries Technical Paper. No. 309. Rome, FAO. 1989. 187p. http://www.fao.org/3/T0219E/T0219E01.htm
Data source on electricity and water: Nielsen P H (2003). LCA food database. Fish Industry, Filleting of fish.  http://www.lcafood.dk/processes/industry/filletingfish.html. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0413,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00114,"Bækforel, rå",Fisk og skaldyr,"Charr, raw",Seafood,kg,0.34,1.55,10.12,0.14,0.16,0.00,12.31,414,2.7,0,18.5,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Edible flash share modelled as trout. 
Data source on electricity and water: Nielsen P H (2003). LCA food database. Fish Industry, Filleting of fish.  http://www.lcafood.dk/processes/industry/filletingfish.html. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0414,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00115,"Ørred, hav-, rå",Fisk og skaldyr,"Trout, raw",Seafood,kg,0.00,1.19,1.22,0.14,0.16,0.00,2.72,553,6.7,0,17.9,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,"It has been assumed that the food processing industry is located in Denmark. Edible flash share modelled as Tuna. Data source on edible portion of Salmon: FAO (1989) Yield and nutritional value of the commercially more important fish species. FAO Fisheries Technical Paper. No. 309. Rome, FAO. 1989. 187p. http://www.fao.org/3/T0219E/T0219E01.htm. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000282,Fa0415,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00116,"Helt, rå",Fisk og skaldyr,"Whitefish, raw",Seafood,kg,0.34,1.52,10.33,0.14,0.20,0.00,12.54,478,3,0,21.6,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,It has been assumed that the food processing industry is located in Denmark. Edible flash share modelled as Tilapia. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000282,Fa0416,Pa059,Ma0333,Seafood,Fisk og skaldyr,10000282,Fish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121500,Fish – Unprepared/Unprocessed,
Ra00117,"Frugtsaft, blandet, sødet, koncentreret",Drikkevarer,"Fruit juice, mixed, sweetened, concentrated",Beverages,kg,0.80,-0.01,0.28,0.31,1.19,0.01,2.58,741,0,43.4,0.2,Data on inputs and outputs of the food processing industry is modelled using: Jungbluth (2013); DTU (2019).,"It has been assumed that the food processing industry is located in Denmark. Assumed as orange juice with data from Jungbluth (2013), only the input fruit is changed, from oranges to apples, assuming the same amount. The fruits considered are 25% each of apple, orange, pineapple and banana. We add 0.41 kg sugar/L product, based on the nutritional composition in the FRIDA database (DTU 2019). Density of product from Aquacalc (2020). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000309,Fa0031,Pa021,Ma0332,Beverages,Drikkevarer,10000309,Fruit Juice Drinks – Not Ready to Drink (Shelf Stable),50000000,Food/Beverage/Tobacco,50200000,Beverages,50202400,Non Alcoholic Beverages – Not Ready to Drink,
Ra00118,"Hyldebærsaft, sød, koncentreret",Drikkevarer,"Elderberry, juice, concentrated, sugar added",Beverages,kg,1.17,0.26,0.28,0.31,0.38,0.01,2.40,931,0.5,53.2,0.5,Data on inputs and outputs of the food processing industry is modelled using: Jungbluth (2013); Aqua-Calc (2020b); DTU (2019).,"It has been assumed that the food processing industry is located in Denmark. Assumed as orange juice with data from Jungbluth (2013), only the input fruit is changed from oranges to apples, assuming the same amount. We add 0.41 kg sugar/L product, based on the nutritional composition in the FRIDA database (DTU 2019). Density of product from Aqua-Calc (2020b). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000309,Fa0030,Pa021,Ma0332,Beverages,Drikkevarer,10000309,Fruit Juice Drinks – Not Ready to Drink (Shelf Stable),50000000,Food/Beverage/Tobacco,50200000,Beverages,50202400,Non Alcoholic Beverages – Not Ready to Drink,
